parent_id,parent_smiles,candidate_smiles,candidate_source,dataset,split_type,split_seed,run_seed,parent_similarity_bin,parent_max_sim_to_train,tier_num,tier_label,parent_prob,candidate_prob,delta_prob,similarity_to_parent,scaffold_preserved,medicinal_locality_score,medicinal_locality_flag,total_concordance_score,normalized_concordance_fraction,literature_concordant_overall,rule_lower_logp,rule_increase_tpsa,rule_reduce_aromatic_rings,rule_reduce_rotatable_bonds,rule_reduce_cationic_burden_proxy,rule_increase_fraction_csp3,rule_reduce_formal_charge,rule_reduce_tertiary_amine_like,delta_mol_logp,delta_tpsa,delta_fraction_csp3,delta_aromatic_ring_count,delta_total_ring_count,delta_rotatable_bonds,delta_formal_charge,delta_heavy_atom_count,delta_heteroatom_count,delta_hbd_count,delta_hba_count,delta_tertiary_amine_like_count,delta_basic_amine_proxy_count,delta_formal_positive_n_count,delta_cationic_burden_proxy,relaxation,is_relaxed_candidate,dataset_fallback_used,candidate_rank,source_file,source_report,source_run_dir,similarity_field_note,parent_threshold,parent_y_true,tier_name,candidate_alert_reported,parent_smiles_joined,split_type_joined,split_seed_joined,parent_mol_logp,parent_tpsa,parent_fraction_csp3,parent_aromatic_ring_count,parent_total_ring_count,parent_rotatable_bonds,parent_formal_charge,parent_heavy_atom_count,parent_heteroatom_count,parent_hbd_count,parent_hba_count,parent_tertiary_amine_like_count,parent_basic_amine_proxy_count,parent_formal_positive_n_count,parent_cationic_burden_proxy,parent_smiles_rdkit,parent_generic_scaffold_smiles,candidate_mol_logp,candidate_tpsa,candidate_fraction_csp3,candidate_aromatic_ring_count,candidate_total_ring_count,candidate_rotatable_bonds,candidate_formal_charge,candidate_heavy_atom_count,candidate_heteroatom_count,candidate_hbd_count,candidate_hba_count,candidate_tertiary_amine_like_count,candidate_basic_amine_proxy_count,candidate_formal_positive_n_count,candidate_cationic_burden_proxy,candidate_smiles_rdkit,candidate_generic_scaffold_smiles
0af869741c2c90b24b129daa70ac5d88e63f5269,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(O)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,generated,chembl,cluster,11,,0.5-0.7,0.5844155844155844,1,Tier 1 — Flip,0.7285292714689554,0.5790800482745898,0.1494492231943656,0.5185185185185185,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-0.9772000000000034,20.22999999999999,0.0,0,0,1,0,0,0,1,1,0,0,0,0,none,False,False,1,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,cluster,11,5.648500000000007,48.71000000000001,0.41379310344827586,3,4,10,0,38,9,1,3,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1,4.671300000000004,68.94,0.41379310344827586,3,4,11,0,38,9,2,4,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(O)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1
0af869741c2c90b24b129daa70ac5d88e63f5269,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)CC1=CCC(F)C=C1,generated,chembl,cluster,11,,0.5-0.7,0.5844155844155844,1,Tier 1 — Flip,0.7285292714689554,0.4743849982684879,0.2541442732004675,0.5487804878048781,True,3,True,2,0.4,False,True,False,True,False,False,True,False,False,-0.11490000000000045,0.0,0.06896551724137934,-1,0,0,0,0,0,0,0,0,0,0,0,none,False,False,2,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,cluster,11,5.648500000000007,48.71000000000001,0.41379310344827586,3,4,10,0,38,9,1,3,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1,5.533600000000007,48.71000000000001,0.4827586206896552,2,4,10,0,38,9,1,3,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)CC1=CCC(F)C=C1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1
0af869741c2c90b24b129daa70ac5d88e63f5269,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)CC1C=CC(F)=CC1,generated,chembl,cluster,11,,0.5-0.7,0.5844155844155844,1,Tier 1 — Flip,0.7285292714689554,0.5140833476312087,0.21444592383774674,0.5487804878048781,True,3,True,1,0.2,False,False,False,True,False,False,True,False,False,0.09020000000000028,0.0,0.06896551724137934,-1,0,0,0,0,0,0,0,0,0,0,0,none,False,False,5,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0af869741c2c90b24b129daa70ac5d88e63f5269/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,cluster,11,5.648500000000007,48.71000000000001,0.41379310344827586,3,4,10,0,38,9,1,3,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1,5.738700000000008,48.71000000000001,0.4827586206896552,2,4,10,0,38,9,1,3,3,1,0,1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)CC1C=CC(F)=CC1,CC(CCC1CCCCC1)CC1CCC(CC2CCC(C3CCCCC3)C2)CC1
0f56b05bdc40933c25003dc7a17eb6abdb77d1e9,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,Cc1cc(O)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,generated,chembl,cluster,11,,0.5-0.7,0.5333333333333333,1,Tier 1 — Flip,0.7272544093493535,0.6118467830159374,0.11540762633341606,0.515625,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-0.6028200000000012,20.230000000000004,-0.024216524216524205,0,0,0,0,0,1,1,1,0,0,0,0,none,False,False,1,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0f56b05bdc40933c25003dc7a17eb6abdb77d1e9/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0f56b05bdc40933c25003dc7a17eb6abdb77d1e9/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,cluster,11,5.488780000000005,51.379999999999995,0.37037037037037035,3,4,5,0,31,4,1,4,3,2,0,2,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,C1CCC(CCC2CCCC(C3CCCCC3)C2C2CCCCC2)CC1,4.885960000000003,71.61,0.34615384615384615,3,4,5,0,31,5,2,5,3,2,0,2,Cc1cc(O)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,C1CCC(CCC2CCCC(C3CCCCC3)C2C2CCCCC2)CC1
0f56b05bdc40933c25003dc7a17eb6abdb77d1e9,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,Cc1cc(C)cc(-c2cncc(COc3cc(C)cc(C)c3O)c2N2CCC(N)CC2)c1,generated,chembl,cluster,11,,0.5-0.7,0.5333333333333333,1,Tier 1 — Flip,0.7272544093493535,0.528131211224018,0.19912319812533552,0.5074626865671642,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-0.29439999999999955,20.230000000000004,0.0,0,0,0,0,1,1,1,1,0,0,0,0,none,False,False,5,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0f56b05bdc40933c25003dc7a17eb6abdb77d1e9/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/0f56b05bdc40933c25003dc7a17eb6abdb77d1e9/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,cluster,11,5.488780000000005,51.379999999999995,0.37037037037037035,3,4,5,0,31,4,1,4,3,2,0,2,Cc1cc(C)cc(OCc2cncc(-c3cc(C)cc(C)c3)c2N2CCC(N)CC2)c1,C1CCC(CCC2CCCC(C3CCCCC3)C2C2CCCCC2)CC1,5.194380000000005,71.61,0.37037037037037035,3,4,5,0,32,5,2,5,3,2,0,2,Cc1cc(C)cc(-c2cncc(COc3cc(C)cc(C)c3O)c2N2CCC(N)CC2)c1,C1CCC(CCC2CCCC(C3CCCCC3)C2C2CCCCC2)CC1
527ee3e0a48b385d795ee738fd1037a5b6cdcfe5,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,NC1CC(n2c(=O)[nH]c3ccccc32)CCN1CCON1C(=O)CCc2ccccc21,generated,chembl,cluster,11,,>0.7,0.7,1,Tier 1 — Flip,0.7397418425698,0.40435662488822016,0.33538521768157986,0.5428571428571428,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-0.7152000000000012,26.02000000000001,0.0,0,0,0,0,1,1,1,1,0,1,0,1,none,False,False,1,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,cluster,11,2.8775000000000013,70.57,0.391304347826087,3,5,5,0,30,7,1,4,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,2.1623,96.59,0.391304347826087,3,5,5,0,31,8,2,5,3,2,0,2,NC1CC(n2c(=O)[nH]c3ccccc32)CCN1CCON1C(=O)CCc2ccccc21,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1
527ee3e0a48b385d795ee738fd1037a5b6cdcfe5,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3cccnc32)CC1,generated,chembl,cluster,11,,>0.7,0.7,1,Tier 1 — Flip,0.7397418425698,0.4903402247457494,0.24940161782405063,0.5942028985507246,True,3,True,2,0.4,False,True,True,False,False,False,True,False,False,-0.6050000000000013,12.89,0.017786561264822143,0,0,0,0,0,1,0,1,0,0,0,0,none,False,False,2,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,cluster,11,2.8775000000000013,70.57,0.391304347826087,3,5,5,0,30,7,1,4,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,2.2725,83.46,0.4090909090909091,3,5,5,0,30,8,1,5,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3cccnc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1
527ee3e0a48b385d795ee738fd1037a5b6cdcfe5,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)C(O)C1,generated,chembl,cluster,11,,>0.7,0.7,1,Tier 1 — Flip,0.7397418425698,0.4937199100036829,0.2460219325661171,0.5211267605633803,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-1.0292000000000012,20.230000000000004,0.0,0,0,0,0,1,1,1,1,0,0,0,0,none,False,False,3,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,cluster,11,2.8775000000000013,70.57,0.391304347826087,3,5,5,0,30,7,1,4,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,1.8483,90.8,0.391304347826087,3,5,5,0,31,8,2,5,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)C(O)C1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1
527ee3e0a48b385d795ee738fd1037a5b6cdcfe5,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ncccc32)CC1,generated,chembl,cluster,11,,>0.7,0.7,1,Tier 1 — Flip,0.7397418425698,0.47214308558041085,0.2675987569893892,0.6056338028169014,True,3,True,2,0.4,False,True,True,False,False,False,True,False,False,-0.6050000000000013,12.89,0.017786561264822143,0,0,0,0,0,1,0,1,0,0,0,0,none,False,False,4,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,cluster,11,2.8775000000000013,70.57,0.391304347826087,3,5,5,0,30,7,1,4,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,2.2725,83.46,0.4090909090909091,3,5,5,0,30,8,1,5,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ncccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1
527ee3e0a48b385d795ee738fd1037a5b6cdcfe5,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=c1cnc2ccccc2n1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,generated,chembl,cluster,11,,>0.7,0.7,1,Tier 1 — Flip,0.7397418425698,0.5417967191194554,0.19794512345034465,0.6379310344827587,True,3,True,2,0.4,False,True,True,False,False,False,False,False,False,-1.0723000000000014,14.580000000000013,-0.0731225296442688,1,0,0,0,0,1,0,1,0,0,0,0,none,False,False,5,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.json,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run/lead_reports/527ee3e0a48b385d795ee738fd1037a5b6cdcfe5/report.md,/workspace/hERGBench/reports/lead_opt_literature_audit_chembl/cluster_pilot/generation/run,"The current serialized field `similarity_to_train` in lead-opt report.json counterfactual records is interpreted here as candidate-to-parent similarity, not train-set similarity.",0.7100000000000001,1,flip,False,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,cluster,11,2.8775000000000013,70.57,0.391304347826087,3,5,5,0,30,7,1,4,3,1,0,1,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1,1.8052,85.15,0.3181818181818182,4,5,5,0,30,8,1,5,3,1,0,1,O=c1cnc2ccccc2n1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC1CCC2CCCCC2C1CCCC1CCC(C2C(C)CC3CCCCC32)CC1
